gif_name	question	a1	a2	a3	a4	a5	answer	vid_id	key
tumblr_nqpmruadOp1u88fyzo1_250	What does the woman do 7 times ?	bob around	turn knife	shuffle body	nuzzle a cat	drop a ball	0	ACTION6540	26564
tumblr_n94sbrJrcW1swgho7o1_400	What does the man do 5 times ?	run	nod	lunge	jog	bob head	4	ACTION6541	26565
tumblr_nrjp8rMCHM1un86uao1_250	What does the shark do 4 times ?	pull a bow	move eyes	take steps	bob head	wiggle body	4	ACTION6542	26568
tumblr_nokfhpPU2r1rmv5xlo1_r1_500	What does the woman do 3 times ?	flip	roll	jump	step legs	wink	3	ACTION6543	26569
tumblr_nai5bjn7nO1tjkdaqo1_250	What does the man do 7 times ?	jump	pullups on rings	throw ball	wiggle ears	sway	2	ACTION6544	26570
tumblr_nj9wg6aEFi1qjrmbfo1_400	What does the woman do 3 times ?	wave arms	roll	flail arm	swing on a pole	turn around	0	ACTION6545	26574
tumblr_nfwinnFI1I1r04wpio1_400	What does the woman do 3 times ?	strum guitar	move arms	shift eyes	point upward	crank fist	1	ACTION6546	26578
tumblr_na260dZVY11txmq72o1_250	What does the cat do 3 times ?	roll	touch money	scratch cat's head	tap another person's back	nip raccoon on right	1	ACTION6547	26579
tumblr_n9hdziRYoC1syb0kmo2_250	What does the man do 2 times ?	nod hand	bark at big dog	move skis	shake bum	blink	4	ACTION6548	26581
tumblr_ngaomcZlai1slj978o1_400	What does the ball do 3 times ?	swing paw	point finger	shake paw	bounce off a table	hit	3	ACTION6549	26582
tumblr_nq2vozwTB51s3ktn7o1_250	What does the woman in front do 2 times ?	bow body	smile	clap	flick eyes	shake upper body	2	ACTION6550	26587
tumblr_njzm818Fh61u6awm3o1_250	What does the person do 10 or more than 10 times ?	tap cat	bend back head	wiggle hands	twist	open	0	ACTION6551	26590
tumblr_myukl2ltaE1qgqw54o1_250	What does the man do 5 times ?	push keys	press cheek against boy	switch butt	step	kneel legs	0	ACTION6552	26599
tumblr_ne4irzAToO1svos5ho1_400	What does the man do 2 times ?	strum guitar	nod	pull head back	turn around	run	0	ACTION6553	26602
tumblr_no0g8qnfNH1t34v14o1_250	What does the man do 10 or more than 10 times ?	bounce on bumpy road	shake fists	spin on skateboard	flip	jump on skateboard	1	ACTION6554	26605
tumblr_ne0ohjPI1w1t7hjz2o1_250	What does the chick on right do 10 or more than 10 times ?	roll belly	step	point audience	shrug shoulder	move tail	1	ACTION6555	26612
tumblr_nqfp0bYPwG1uxae7wo1_500	What do the bats do 6 times ?	flap wings	sway	nod	turn around	run	0	ACTION6556	26613
tumblr_nan1r1cCXc1rtod8xo1_400	What does the man do 3 times ?	sway	move mouth	shimmy	strum guitar	dribble basketball	4	ACTION6557	26616
tumblr_nq6ihvzkrs1rndm3wo1_250	What does the man do 2 times ?	break things	step	hit	drift	blow smoke ring	0	ACTION6558	26617
tumblr_navsw5syqq1tkti63o1_250	What does the man do 10 or more than 10 times ?	roll belly	whirl arms	stitch fabric	shrug shoulder	step	4	ACTION6559	26637
tumblr_nbyk73vR0M1tlgnc3o1_500	What does the man do 2 times ?	sniff santa doll	turn around	swing baby	wave hand	move hair	3	ACTION6560	26643
tumblr_nq5izdPkIZ1qf6ghko1_400	What does the woman do 2 times ?	strum guitar	jump	twist	flip	shake head	4	ACTION6561	26652
tumblr_ne5n8kkONa1sm4izeo1_400	What does the woman do 5 times ?	sway	wiggle hips	roll	pucker lips	touch face with something	4	ACTION6562	26658
tumblr_nknahenV1V1slwpo8o1_250	What does the cat do 4 times ?	sway	blow kiss	move eyes	hit printer	beat drum with left hand	3	ACTION6563	26661
tumblr_nqk43exw491retdqzo1_250	What does the man with white shirt do 2 times ?	pull	flip body on the air	bob head	slap cheeks	blow fumes	0	ACTION6564	26663
tumblr_nl52on9arc1rsadwno1_250	What does the man in monster costume do 4 times ?	clap performers	jump post	shake someone while choking	bob head	turn sphere	2	ACTION6565	26665
tumblr_naf1epzRgf1tsvmpqo1_250	What does the man do 6 times ?	jump	spin phone	kick leg to side	run in place	shrug shoulders	0	ACTION6566	26668
tumblr_ldhw4mUPJB1qcuqc7o1_250	What does the man do 2 times ?	flip	swing on a pole	wave arm	slap someone	nuzzle	2	ACTION6567	26671
tumblr_n9f2w0qEZL1sk96t7o1_400	What does the woman do 8 times ?	step	jump couch	wiggle ears	strut legs	roll belly	0	ACTION6568	26672
tumblr_na3iwl9ytk1tj53g6o1_400	What does the shirtless man do 2 times ?	thrust pelvic	roll belly	move tail	step	put fries in mouth	3	ACTION6569	26674
tumblr_nphacs3Sw51snn53bo1_400	What does the cat do 2 times ?	whip horse	bob head	sway	pass money	kick feet	4	ACTION6570	26676
tumblr_ni6tc7WmlD1slj978o1_400	What does the baby do 2 times ?	jerk on music	skate	shake fan's hands	twirl	kiss mirror	4	ACTION6571	26677
tumblr_nfsqyc75wn1tfo4jxo1_400	What does the man on left do 10 or more than 10 times ?	stomp	spin drumstick	run	paw	shake body back and forth	1	ACTION6572	26683
tumblr_n9aigmAs0f1tasujwo1_400	What does the woman do 2 times ?	drag finger	slide	step	flail hands	adjust bra	4	ACTION6573	26685
tumblr_nhzhvabsfq1s4nyalo1_400	What does the girl do 2 times ?	bounce	point hand	kick woman	crouch	shake man	0	ACTION6574	26694
tumblr_nb8hqmgxqW1t5lsj5o1_250	What does the woman do 4 times ?	nod	turn around	hump	scoot	jab fists	4	ACTION6575	26704
tumblr_nca526BGYs1s5v1gqo1_400	What does the man do 2 times ?	sway	jump	shake popcorn container	clap	pull with hand	2	ACTION6576	26706
tumblr_ndwtaqh6q81t7jda2o1_400	What does the dog do 6 times ?	flip a stick	spin	slip	circle crate	shake a towel	1	ACTION6577	26710
tumblr_no7pje9yeH1rkpmh5o1_500	What does the girl do 2 times ?	shimmy	roll	step forward on longboard	flip	shift hands	2	ACTION6578	26712
tumblr_ngl7ih81sQ1tj3r8so1_400	What does the yellow cat do 10 or more than 10 times ?	get up	move skis	shake something	scratch face	paint on a canvas	3	ACTION6579	26722
tumblr_nqxz4fbe6a1u1lgtoo1_500	What does the woman do 2 times ?	blink eyes	shake fence	sway	strum guitar	nod	0	ACTION6580	26724
tumblr_nozyfrDGot1s5tavto1_400	What does the guy do 10 or more than 10 times ?	blow kiss	hit cymbal	beat right drum stick	run	bounce	1	ACTION6581	26733
tumblr_njztdklee71qc0ny0o1_400	What does the man do 10 or more than 10 times ?	slap another man's hands	jump	roll	curl fingers	shake body	4	ACTION6582	26734
tumblr_nozvxvukTY1s5tavto1_400	What does the man do 2 times ?	swing on a pole	wave arms	bounce	flip	slap someone	1	ACTION6583	26735
tumblr_njks8xQ7ml1tk2ngvo1_400	What does the cat do 7 times ?	pull cabinet	spin	move eyes	flip	slap cat's paw	0	ACTION6584	26741
tumblr_n94dhgwEpv1t9h1yfo1_250	What does the girl do 4 times ?	jump	stomp	shake head	spin	kiss a cat	2	ACTION6585	26745
tumblr_mnzqp6QCRR1s0f1k4o1_250	What does the man do 2 times ?	run	nod	take step	paw	unravel scarf	4	ACTION6586	26746
tumblr_n8sl82iXsG1sk96t7o1_250	What does the boy with a red pant do 3 times ?	kick boy	pass lines	whip head	bounce lower side	twirl	0	ACTION6587	26747
tumblr_nk2aamFKyN1u3agblo1_400	What does the child do 3 times ?	move paw	run	swat box	raise eyebrows	strum guitar	3	ACTION6588	26750
tumblr_nemg0co0ak1svbttyo1_400	What does the man do 5 times ?	slam trash can	shake head	frighten	point head	flip	0	ACTION6589	26752
tumblr_nazve6oSIC1tgnx0eo1_400	What does the woman in swimsuit do 10 or more than 10 times ?	bounce a ball	jump	shake head back and forth	spin legs	slip	3	ACTION6590	26756
tumblr_ncxir3aALX1slj978o1_250	What does the animal do 9 times ?	shake foot	get passed	strum guitar	take steps	chew an ice cream	4	ACTION6591	26761
tumblr_nomkljvyPw1u3nbf9o1_400	What does the animal on left do 7 times ?	sway	pull up	tug dress	pat another animal	maneuver hands	3	ACTION6592	26767
tumblr_n98klrSiYo1s1uj0qo1_250	What does the woman do 6 times ?	take step	nod	flick straw	sway body	strum guitar	3	ACTION6593	26770
tumblr_nanaqjOKl81thntk8o1_400	What does the chicken do 6 times ?	jump	hit another man	kick feet	tilt head	pass lines	2	ACTION6594	26776
tumblr_nk33wqGdOW1unlruzo1_400	What does the cat do 3 times ?	climb wall	raise left eyebrow	ran	pat friend	step	0	ACTION6595	26789
tumblr_nawpkvqrhJ1tkraopo1_400	What does the bird do 3 times ?	wink	take step	twirl	peck food	wiggle fingers	3	ACTION6596	26792
tumblr_nfluwc5y4g1u4vbnao1_400	What does the man do 3 times ?	make quotations fingers	swing a bright sword	flip trashcan	slap guy	wave	4	ACTION6597	26795
tumblr_nb81rl3ANo1tkslcoo1_400	What does the man on the left do 2 times ?	make a heart shape with hands	shake head up	nod head downward	step with feet up a wall	gesture	4	ACTION6598	26800
tumblr_ndd8qjfZhC1t7io47o1_400	What does the woman do 3 times ?	kick in the air	move eyes	spin around	point fingers	bounce pogo stick	4	ACTION6599	26809
tumblr_nc9ga0eiHe1tljuzto1_250	What does the man do 3 times ?	shake left hand	bite an animal	shrug shoulder	roll	bob head	1	ACTION6600	26810
tumblr_n93extwO9a1rtq4lno1_250	What does the man do 2 times ?	bow	pull up on bars	turn steering wheel	move legs	wag tail	0	ACTION6601	26812
tumblr_n8va5jmqWL1t8tx29o1_400	What does the man do 5 times ?	swing crystal	step	roll arms	point upward	shake head to get sunglasses off	2	ACTION6602	26816
tumblr_nqnupqjp291uzc8txo1_400	What does the girl do 2 times ?	move fingers	strum guitar	step	bob head	turn head	4	ACTION6603	26817
tumblr_lyu6sqDSL31qjyfjeo1_400	What does the woman do 2 times ?	run	get flashed	nod	move foot	strum guitar	4	ACTION6604	26822
tumblr_ngn6njWIl91qzn0kbo1_1280	What does the puppet do 4 times ?	bounce	step	jump across puddle	circle hand around	wave weapon	4	ACTION6605	26827
tumblr_nq2r72iqlj1u1ploko1_500	What does the girl on right do 2 times ?	sway	show off muscles	slide	head bang	open arms	4	ACTION6606	26828
tumblr_namu8tAzyT1slmgm0o1_400	What does the lady do 4 times ?	swing something	wave	move curtain	rock body	drop cup	3	ACTION6607	26829
tumblr_notllhkrka1slwpo8o1_400	What does the man do 2 times ?	turn eyes	worm	nod heads	move eyes	run a squeegee over a window	1	ACTION6608	26832
tumblr_np9x3iDUnW1tpg4boo1_400	What does the kitten do 5 times ?	tap kitten	step	moonwalk	pat man in middle with hands	tilt head	0	ACTION6609	26852
tumblr_np35c2vaXO1qmcj0to1_400	What does the shirtless man do 4 times ?	bounce	step	shake arms back and forth	hula hoop on waist	swing pole	4	ACTION6610	26854
tumblr_ncfzjd8qfP1tdfjk1o1_400	What do the man in black and white pants do 6 times ?	circle around hand	slip	shake left hand	spin horizontal bar	turn face	3	ACTION6611	26855
tumblr_np5ykclkwr1sgvptro1_400	What do the woman who wears a bunny ears hat do 2 times ?	move hair	wave hand	swing on a pole	turn around	flip	1	ACTION6612	26862
tumblr_npconu87yr1rg77d5o1_400	What do the woman who wears a black jacket do 7 times ?	turn body	run through rings	sway	throw a ball	touch slice of bread	0	ACTION6613	26864
tumblr_ndwx2iwL6Y1t7io47o1_400	What does the panda bear below the stair do 2 times ?	change hands to hold something	shake both hand	flap hand	run through rings	swing body	4	ACTION6614	26865
tumblr_no14md4kvo1tyncywo1_400	What does the dog do 10 or more than 10 times ?	jump couch	roll belly	step	wrigle index finger	sway hair	2	ACTION6615	26866
tumblr_n1a8h8Azi81qzieapo1_250	What does the man on outside do 7 times ?	run	look to the side	drive in a circle	change face expression	jump door	0	ACTION6616	26870
tumblr_nozev1xZh71sbnwseo1_500	What does the man on right do 2 times ?	wiggle hips	undulate	look back	turn valve	touch piano	2	ACTION6617	26876
tumblr_nqf422ExQZ1qlzrezo1_500	What does the person on center do 2 times ?	bounce	drift the road	point hand	shake man	wiggle hand	0	ACTION6618	26889
tumblr_n9cyrkj1F11thzf6lo1_500	What does the man in black shirt do 2 times ?	hit	slap other man	turn pages	jump	sway	1	ACTION6619	26892
tumblr_npnertTGNQ1s10fzeo1_500	What does the man do 3 times ?	jump	shake head	clap	tumble	move fingers	1	ACTION6620	26894
tumblr_nlntqjkRzM1uqild7o1_500	What does the person do 4 times ?	sway	pull up	move foot	nod	shimmy their shoulders	4	ACTION6621	26895
tumblr_npi7h5YDrZ1qfu4oao1_500	What does the man in beret do 4 times ?	attack a person	march	take steps	strum guitar	turn lid	1	ACTION6622	26913
tumblr_ngr1hwehcH1qakx4uo1_500	What do the women do 3 times ?	move tail	point audience	sway chain	step	roll belly	3	ACTION6623	26915
tumblr_npf3se8NIU1rftdx0o1_400	What does the people do 3 times ?	run	flick wrists	raise the ball	jump	step	2	ACTION6624	26919
tumblr_nplb75QZiL1rnwk4uo1_250	What does the man do 10 or more than 10 times ?	stroke drum	jump	dab man's face	change hands to hold something	fling hair	0	ACTION6625	26920
tumblr_noyq71ZTsM1uwqoewo1_500	What does the person in the right side do 2 times ?	spin phone	hula hoop	jump	move lips	kick leg to side	2	ACTION6626	26938
tumblr_njn2nywuTz1u3g519o1_250	What does the man who wear a red shirt do 4 times ?	hit man's head	kick front legs	punch	pirouette	shake arms back and forth	2	ACTION6627	26941
tumblr_nh5on4X9WP1slj978o1_250	What does the animal do 3 times ?	jump	slap other man's hands	dig snow	whisper	toss ball	2	ACTION6628	26946
tumblr_npuk4btHmR1t95h1uo1_400	What does the man do 10 or more than 10 times ?	wag head	strum guitar	deal invisible cards	stand up	raise back	2	ACTION6629	26949
tumblr_npdhmsfayB1u5ml0wo1_400	What does the woman do 2 times ?	pop	tip head	fold arns	cover mouth completely	swish hand	3	ACTION6630	26950
tumblr_nbbhx4WBrP1slj978o1_400	What does the tractor on right do 2 times ?	bounce	point hand	swing red laser sword	kick woman	jump door	0	ACTION6631	26956
tumblr_nkk3p45z5M1up7ty8o1_400	What does the man do 3 times ?	sway	strum guitar	shake a towel	toss water	twist head	4	ACTION6632	26967
tumblr_nme4rqxau61ttjwiao1_400	What does the cat do 3 times ?	step	nod	run	turn around	swat toy	4	ACTION6633	26969
tumblr_nak50jYRoR1tgfb1lo1_400	What does the woman on right do 4 times ?	scratch	flip	shake head	kiss a cat	jump	2	ACTION6634	26978
tumblr_nhm5qxB6581u3y1flo1_400	What does the man do 10 or more than 10 times ?	finger guitar	sway	lunge	touch herself	rub back	0	ACTION6635	26980
tumblr_nq9fr5uClG1slwrsuo1_400	What does the cat do 5 times ?	run in a circle	nod heads	stride	look to the side	step stair up	2	ACTION6636	26987
tumblr_ngjt1u4Tr51qgc22bo1_400	What does the man do 2 times ?	wiggle butt	sway butt	look away	touch piano	take steps	2	ACTION6637	26990
tumblr_nqiovq7iCw1qe5g21o1_400	What does the man do 3 times ?	shake head back and forth	strum guitar	swing umbrella	run	tremble	2	ACTION6638	26991
tumblr_nqc4yhTMmt1t95h1uo1_400	What does the monkey do 3 times ?	drag rear legs	swat another cat	hide ball	shrug shoulders	strum guitar	2	ACTION6639	26992
tumblr_nbnicrdG561tlc2mvo1_250	What does the man do 10 or more than 10 times ?	wiggle foot	move torso	strum guitar	nod	run	2	ACTION6640	26995
tumblr_ngff4luOod1qz92cvo1_250	What does the man do 3 times ?	kiss other guy	nod hand	blink	slump down	shake bum	2	ACTION6641	27000
tumblr_nevxa47ABS1qz92cvo1_250	What does the man do 3 times ?	paw	jostle puppy	punch up air	flap lips	shake man	2	ACTION6642	27002
tumblr_nrhtsturLz1u2e79oo1_400	What does the man do 2 times ?	slap other man's hands	run	hit book	sway	blow kiss	2	ACTION6643	27004
tumblr_ndyn8588401qz92cvo1_250	What does the man do 4 times ?	swing crystal	wave arms back and forth	sway	flip	move curtain	1	ACTION6644	27008
tumblr_ndync0Ajpg1qz92cvo1_250	What does the man do 7 times ?	scratch head	bite at a toy	move fingers	touch human	paint on a canvas	0	ACTION6645	27012
tumblr_ndynd477wY1qz92cvo1_250	What does the man do 2 times ?	step	bounce	swing head	slide	shake man	2	ACTION6646	27013
tumblr_ngff5boyIU1qz92cvo1_250	What does the man do 4 times ?	shake head	move fingers	hump the carpet	jump	clap	0	ACTION6647	27016
tumblr_nclgo0jgAi1r4679qo1_400	What does the man do 4 times ?	flap hand	move torso	nod	strum guitar	run	3	ACTION6648	27019
tumblr_ndbj8bBTYB1qdhxz4o1_250	What does the woman do 3 times ?	fluff boa	swing right earring	wave arm	move eyes	jump over vaults	2	ACTION6649	27024
tumblr_nay86yaqtf1tudw8yo1_400	What does the man do 2 times ?	strum guitar	swing cross	lift eyebrow	shuffle legs	stretch hind leg	2	ACTION6650	27034
tumblr_nnkfqplXfM1slj978o1_400	What do the person wearing white boots do 7 times ?	moonwalks	ack like throwing something	jump couch	step	turn body around	3	ACTION6651	27037
tumblr_nknmv8zv091qhehs1o1_400	What does the bear do 5 times ?	strum strings	look right	tilt head	nod	run	0	ACTION6652	27040
tumblr_nasbgxejew1s2l982o1_400	What does the man do 3 times ?	raise arm	wiggle hips	twirl	run	strum guitar	0	ACTION6653	27042
tumblr_nag7miFlcg1slwrsuo1_400	What does the soldier on right do 3 times ?	pull ear	march	point upward	fight cat leg fight	wag tail	1	ACTION6654	27044
tumblr_no22ckbnI21tmlxajo1_400	What does the man do 4 times ?	shift arms	roll belly	flip bird	step	sway butt	3	ACTION6655	27047
tumblr_nocxkjAxwc1rntj9yo1_400	What do the players do 3 times ?	throw ball	pass windows	bounce	flip	swing their arms	0	ACTION6656	27056
tumblr_nqnr4jBfss1urw140o1_250	What does the man do 2 times ?	jump	move eyes	step	cross legs	wag finger	3	ACTION6657	27062
tumblr_nbewfj7mlo1tgetb4o1_250	What does the cat do 3 times ?	hit hands with woman	tilt head	fall	bark at cat	stomp violin	2	ACTION6658	27063
tumblr_np35r2XQQb1tpg4boo1_250	What does the cat do 5 times ?	kiss	lick	wiggle hands	breath	massage dog	4	ACTION6659	27067
tumblr_nfz5v3EOcc1u4bi6to1_250	What does the person do 4 times ?	clap	bounce	paddle	jump stage	shake both feet	4	ACTION6660	27072
tumblr_nd7qdqyVvR1shurfjo1_250	What does the woman do 4 times ?	swing a bright sword	jump bed	wave	tilt head	flip trashcan	2	ACTION6661	27077
tumblr_n8qa36CQUR1t7j74xo1_250	What do the wipers do 2 times ?	blink	wipe windshield	brush woman's face	throw himself back	shake both hand	1	ACTION6662	27078
tumblr_nq2tk5FMDq1u3x3rho1_250	What does the man do 4 times ?	rub hair	lick	bob head	gallop	turn around	0	ACTION6663	27082
tumblr_nodrcnxKQt1uvdeb3o1_250	What does the bird do 3 times ?	shake arms back and forth	jump	step	turn around	roll head	4	ACTION6664	27083
tumblr_nfeg5jmhyd1t7hjz2o1_250	What does the man do 7 times ?	stab between fingers	point audience	strum guitar	turn food	flail arms	0	ACTION6665	27085
tumblr_niirpkYr9j1u8uroco1_250	What does the dolphin do 2 times ?	punch toward another person	rub woman's back	laugh	poke crotch	turn around	3	ACTION6666	27087
tumblr_njvq63nTlY1s6zpepo1_250	What does the kid do 6 times ?	spin	jump	flap lips	hit	swing bucket	4	ACTION6667	27088
