gif_name	question	answer	vid_id	key
tumblr_nny7asoKhV1uut2i2o1_400	How many times does the rabbit hop ?	3	COUNT289	928
tumblr_nqabr6BTQf1uu6kufo1_250	How many times does the woman sway side to side ?	3	COUNT290	929
tumblr_nnrl3q5gGF1uu6kufo1_250	How many times does the man sway side to side ?	2	COUNT291	930
tumblr_nntcbgdoCJ1uu6kufo1_250	How many times does the girl bob ?	4	COUNT292	931
tumblr_nhiynaxXce1tirj8qo1_400	How many times does the man nod head ?	3	COUNT293	935
tumblr_nes5f2eVYM1tk2ngvo1_250	How many times does the cat hit dog ?	10	COUNT294	938
tumblr_nqiyitARuv1uxg9xuo1_400	How many times does the dog stick out tongue ?	2	COUNT295	940
tumblr_nnrmvq9i0B1uu6kufo1_250	How many times does the woman shake her hips ?	3	COUNT296	945
tumblr_nqab8xKAkq1uu6kufo1_250	How many times does the woman shake her hips ?	3	COUNT297	947
tumblr_np1s7qj05n1uu6kufo1_250	How many times does the woman shake her hips ?	2	COUNT298	948
tumblr_nognswAtum1stry9wo1_400	How many times does the dog raise left ear ?	2	COUNT299	949
tumblr_nit9oxt9vw1r9iyqjo1_250	How many times does the woman blow smoke rings ?	2	COUNT300	951
tumblr_neqbmgn5u81tk2ngvo1_250	How many times does the man poke cat ?	4	COUNT301	953
tumblr_nntaxmiiVu1uu6kufo1_250	How many times does the person dance steps ?	2	COUNT302	956
tumblr_nprjecSPgh1rndm3wo1_250	How many times does the goat lick air ?	8	COUNT303	965
tumblr_np2xurbKbe1rkr23zo1_1280	How many times does the cat kick back right leg ?	3	COUNT304	967
tumblr_nnqv05GQKQ1uu6kufo1_400	How many times does the woman tap her feet ?	4	COUNT305	970
tumblr_nqmvtk4HZD1rr2tvso1_250	How many times does the woman tab something with her finger ?	6	COUNT306	973
tumblr_nodx24OSip1uu6kufo1_250	How many times does the woman turn ?	2	COUNT307	978
tumblr_nomnevsCrL1tc3hsdo1_250	How many times does the person on left kiss person on right ?	2	COUNT308	979
tumblr_nr2k34SJ8i1rd0vsxo1_250	How many times does the woman blink her right eye ?	4	COUNT309	980
tumblr_no7s2692JK1tkkgpso1_250	How many times does the cat paw someone's hand ?	4	COUNT310	981
tumblr_ngsy3w8lYz1u5xlr0o1_400	How many times does the man rub hair ?	3	COUNT311	984
tumblr_nnxxmmjIr31rh72sjo1_250	How many times does the dog jump ?	5	COUNT312	989
tumblr_nnx8c5BtDr1uu6kufo1_250	How many times does the person step ?	3	COUNT313	992
tumblr_nq4juz3yrF1tet1vno1_250	How many times does the person wave finger ?	3	COUNT314	993
tumblr_na9xsaN0M51tjyo5jo1_250	How many times does the person swing hips ?	5	COUNT315	995
tumblr_nlwqdug20X1sh4p1bo1_250	How many times does the musician clap hand with others ?	7	COUNT316	996
tumblr_nd76513EOd1r2i9jqo1_250	How many times does the man rock head ?	4	COUNT317	997
tumblr_no2ls7kd1V1uu6kufo1_250	How many times does the woman step ?	2	COUNT318	1002
tumblr_nf05miH4ea1rknkf7o1_400	How many times does the girl extend arms ?	3	COUNT319	1003
tumblr_n9e8lo0lZg1qil144o1_250	How many times does the person spin ?	6	COUNT320	1004
tumblr_nphkzic5Va1uwbapxo1_250	How many times does the person on right touch a woman's hair ?	3	COUNT321	1005
tumblr_no2ltw8Qsu1uu6kufo1_250	How many times does the man step side to side ?	2	COUNT322	1008
tumblr_nqcuzo6KYC1uz3hfeo1_400	How many times does the man who wear a black suit turn face ?	10	COUNT323	1012
tumblr_nox69zTBgy1uqie69o1_250	How many times does the man run ?	2	COUNT324	1013
tumblr_npl701vzqL1uxfbngo1_250	How many times does the woman spin ?	3	COUNT325	1014
tumblr_nbtxqkL9Zv1s01ehvo1_250	How many times does the dog step feet ?	9	COUNT326	1016
tumblr_n7f2kzhB2U1svxaato1_250	How many times does the man raise body ?	3	COUNT327	1017
tumblr_noxqlf1t8K1si1u37o1_250	How many times does the woman hop ?	5	COUNT328	1019
tumblr_nq6l2tbJ6H1uu6kufo1_250	How many times does the woman in back lift leg ?	4	COUNT329	1020
tumblr_noy6zchUeV1utspdmo1_250	How many times does the wave lap ?	4	COUNT330	1021
tumblr_nqi2ddCV4w1qijqu9o1_250	How many times does the girl wave hand ?	2	COUNT331	1022
tumblr_nqaj7e8EJd1uu6kufo1_250	How many times does the woman step ?	3	COUNT332	1028
tumblr_nnsrura64c1uu6kufo1_250	How many times does the woman swing arms ?	2	COUNT333	1029
tumblr_nnta05DKib1uu6kufo1_250	How many times does the woman swing arms ?	2	COUNT334	1030
tumblr_nnysuspRqP1uu6kufo1_250	How many times does the woman swing arms ?	2	COUNT335	1031
tumblr_nc886xJd1V1tb1jw0o1_250	How many times does the baby lean body ?	2	COUNT336	1033
tumblr_nbuq3wYWIK1tumg1po1_250	How many times does the man in dinosaur costume step ?	10	COUNT337	1036
tumblr_np1safHSCQ1uu6kufo1_250	How many times does the woman step ?	2	COUNT338	1038
tumblr_nqh7499yHR1rqc6kno1_250	How many times does the guitar player bounce ?	4	COUNT339	1039
tumblr_nntc4zn0cD1uu6kufo1_250	How many times does the girl tap feet ?	3	COUNT340	1043
tumblr_npz3sfxZCh1uu6kufo1_250	How many times does the girl tap foot ?	3	COUNT341	1045
tumblr_npc806qox81u84ozuo1_400	How many times does the guy blow smoke ?	2	COUNT342	1046
tumblr_nobr5rGWVJ1uu6kufo1_250	How many times does the girl step leg ?	2	COUNT343	1048
tumblr_nntfecFL5A1uu6kufo1_250	How many times does the boy sway hip ?	2	COUNT344	1049
tumblr_no15g153ly1tmcdxoo1_250	How many times does the guy strum guitar ?	4	COUNT345	1055
tumblr_npz2mnilXX1uu6kufo1_250	How many times does the woman spin hat ?	5	COUNT346	1059
tumblr_nhrqtezIww1tv9pzmo1_250	How many times does the parakeet push ring ?	5	COUNT347	1061
tumblr_nntctyL8rm1uu6kufo1_250	How many times does the person sidestep ?	2	COUNT348	1063
tumblr_nnss6sOdRD1uu6kufo1_250	How many times does the woman rock her body ?	2	COUNT349	1064
tumblr_nodmeekt9H1uu6kufo1_250	How many times does the girl leap ?	2	COUNT350	1065
tumblr_na4vaketcN1tzbn25o1_400	How many times does the girl in leather raise her arms ?	3	COUNT351	1078
tumblr_n91orvpx9i1r9472to1_400	How many times does the shirtless guy on the bottom jump up ?	4	COUNT352	1079
tumblr_nqhd1jYcrK1saq8pno1_400	How many times does the dog lick nose ?	2	COUNT353	1083
tumblr_nkkrh6vmTW1u9lv1io1_400	How many times does the lady shoot fireworks ?	2	COUNT354	1085
tumblr_nm5ls0FsP11r39zido1_400	How many times does the girl blow smoke ring ?	10	COUNT355	1089
tumblr_notk6lTFeD1uo9j2io1_400	How many times does the animal chew something ?	4	COUNT356	1090
tumblr_nc99htlwVE1twn0d0o1_400	How many times does the cat walk ?	6	COUNT357	1096
tumblr_np6m5yLXye1rct6yjo1_400	How many times does the man with hat shake his head ?	3	COUNT358	1098
tumblr_nasgo7Dc2C1skrjx3o1_400	How many times does the man on center smooth his wet hair ?	2	COUNT359	1103
tumblr_nnt0lp2GKI1sc6i8qo1_400	How many times does the girl turn leg ?	2	COUNT360	1109
tumblr_nofapk0Xt01tsmtkbo1_400	How many times does the boy step back ?	3	COUNT361	1110
tumblr_nev58wxHhu1u2oy9jo1_400	How many times does the dog revolve ?	3	COUNT362	1114
tumblr_nqfq88gbjW1taviyko1_400	How many times does the boy touch hair ?	4	COUNT363	1116
tumblr_nd3qpyffhK1tgo5kao1_400	How many times does the man blow smoke rings ?	10	COUNT364	1118
tumblr_noemog1sQN1uvdyzqo1_400	How many times does the girl lift leg ?	2	COUNT365	1119
tumblr_nl2v2uS2BP1symtfoo1_400	How many times does the cat bob its head ?	3	COUNT366	1127
tumblr_nq9bpoE7R31t4gjapo1_400	How many times does the man shake his hands ?	8	COUNT367	1138
tumblr_nfm54zULYH1slj978o1_250	How many times does the cat paw screen ?	10	COUNT368	1140
tumblr_np2w40sOBZ1tq1dw1o1_250	How many times does the dog push dirt with nose ?	2	COUNT369	1141
tumblr_ngejv9xcIJ1thc334o1_250	How many times does the cat paw box ?	4	COUNT370	1142
tumblr_nrh40e4A8g1u7wuaxo1_250	How many times does the girl wave ?	4	COUNT371	1147
tumblr_npj4ucB0Jj1sbv4ezo1_250	How many times does the dog on background hump another dog ?	2	COUNT372	1148
tumblr_nqzlxjbfTy1twfmf3o1_250	How many times does the guy lift his body ?	2	COUNT373	1162
tumblr_nhxi31bK5c1t2rwu0o1_250	How many times does the person on the stage jerk head ?	6	COUNT374	1165
tumblr_npkez16Yx01uxwtvfo1_250	How many times does the woman hula hoop ?	7	COUNT375	1172
tumblr_nhw0jxNB291td1q3oo1_400	How many times does the woman in black shirt open mouth to kiss ?	3	COUNT376	1180
tumblr_nobl6n9iB51tumrzwo1_250	How many times does the striped cat punch with paws in air while sleeping ?	5	COUNT377	1181
tumblr_nodqewEGE21qm3a1jo1_250	How many times does the cat paw its body ?	5	COUNT378	1182
tumblr_nc7oos8FKR1tk2ngvo1_250	How many times does the cat paw knees ?	10	COUNT379	1185
tumblr_ndbvofMGM81tk2ngvo1_250	How many times does the big dog wag its tail ?	10	COUNT380	1186
tumblr_nqnu7yB49O1uvfrymo1_500	How many times does the woman climb steps ?	4	COUNT381	1187
tumblr_nq46lhxYQm1qfxq00o1_400	How many times does the dog wave paw ?	6	COUNT382	1193
tumblr_n9dzl7HzKo1tdmffyo1_250	How many times does the girl spin ?	3	COUNT383	1199
tumblr_n9dzv3e65k1slj978o1_250	How many times does the girl spin ?	2	COUNT384	1202
tumblr_ndml1kxfrv1tcez6go1_250	How many times does the man rub women arm ?	3	COUNT385	1205
tumblr_nqsazzFgCh1ssgyoro1_250	How many times does the man wearing a hat step ?	3	COUNT386	1216
tumblr_npnd6xHr331t1simuo1_500	How many times does the man pump his fist ?	9	COUNT387	1218
tumblr_nqa61cxJOd1uw0n9to1_400	How many times does the boy in white hat shuffle his feet ?	6	COUNT388	1226
tumblr_njuur1KeY31unfaf3o1_100	How many times does the person shoot his fingers ?	4	COUNT389	1231
tumblr_npyi21jeas1ssgyoro1_250	How many times does the man cross his legs ?	3	COUNT390	1237
tumblr_n8ryrfShMG1rlxkkto1_400	How many times does the man step ?	3	COUNT391	1241
tumblr_nql2xt5ygM1uvfrymo1_1280	How many times does the person step forward feet ?	2	COUNT392	1246
tumblr_nqgk277IYH1tfoos9o1_250	How many times does the woman wave finger ?	2	COUNT393	1247
tumblr_nalhnwyik11shsap3o1_250	How many times does the man lower arm ?	4	COUNT394	1250
tumblr_nebqt1mhTY1rdu9xmo1_400	How many times does the man on center put his hand up ?	2	COUNT395	1256
tumblr_npcm0baDy81s3att3o1_250	How many times does the bird throw treat ?	2	COUNT396	1265
tumblr_nq5s6r5i1K1tfolcco1_250	How many times does the cat jump ?	4	COUNT397	1267
tumblr_nfo3q9nO2q1riwsj6o1_250	How many times does the boy nod ?	2	COUNT398	1269
tumblr_nb8sfcBu0x1ti2lbvo1_250	How many times does the woman in mermaid suite flip fins ?	3	COUNT399	1275
tumblr_nd1vilmRaJ1rstsxro1_250	How many times does the woman wave arm ?	4	COUNT400	1287
tumblr_nd34iydWyP1u0zik2o1_400	How many times does the man pump fists ?	4	COUNT401	1289
tumblr_noh02de1MN1tv1woyo1_250	How many times does the man wave arms ?	4	COUNT402	1295
tumblr_n9iqyowHmS1tz9jaqo1_250	How many times does the man wave finger ?	5	COUNT403	1297
tumblr_ncugu48X021qa4gnno1_250	How many times does the cat paw human hand ?	10	COUNT404	1298
tumblr_ng4rnp8KCA1r34hm3o1_250	How many times does the cat jump ?	2	COUNT405	1300
tumblr_nr6w58Orvj1tf2lrpo1_250	How many times does the man cut cat's fur ?	6	COUNT406	1302
tumblr_novax7980v1tq1dw1o1_250	How many times does the animal hit finger ?	3	COUNT407	1311
tumblr_nauvryxIRR1rpvamzo1_250	How many times do the fireworks flash ?	4	COUNT408	1313
tumblr_nqlsem4XpZ1t0ojyvo1_250	How many times does the man shadow peace sign ?	7	COUNT409	1315
tumblr_naq0fyOyiC1rj38k8o1_400	How many times does the dog raise its head up ?	2	COUNT410	1318
tumblr_noz77gPRLB1tjdvfuo1_400	How many times does the woman rub cat ?	6	COUNT411	1322
tumblr_ncy2fhTBPo1sap348o1_250	How many times do the dancers step ?	2	COUNT412	1325
tumblr_ngjj7kAyqG1u3opzro1_400	How many times does the man rub head ?	2	COUNT413	1329
tumblr_nkj1eoifW61r6lqq4o1_400	How many times does the woman shake her butt ?	8	COUNT414	1331
tumblr_nnwhxfEZnX1svsdz7o1_250	How many times does the person pass a note on e the door ?	3	COUNT415	1333
tumblr_naymij4o491rnas60o1_250	How many times does the woman shake her butt ?	3	COUNT416	1334
tumblr_nju1e7EUe01rhfn7wo1_250	How many times does the man open arms ?	2	COUNT417	1335
tumblr_na0lasivij1rhj6m4o1_250	How many times does the man move hip ?	3	COUNT418	1336
tumblr_nkpmgeupxl1qhj34zo1_400	How many times does the woman rock body ?	2	COUNT419	1339
tumblr_ne25s0GKgg1t4ipuuo1_250	How many times does the person jump ?	4	COUNT420	1341
tumblr_np12ythVRX1r5ohb4o1_400	How many times does the woman chew cookie ?	4	COUNT421	1342
tumblr_nenfrmeB4p1u0p4a1o1_250	How many times does the man blink his eyes ?	3	COUNT422	1343
tumblr_nhmgvxGRno1qzxaqdo1_400	How many times does the woman blink ?	3	COUNT423	1345
tumblr_nkt42c34wP1tzsy9xo1_400	How many times does the man tap a drum with a stick ?	2	COUNT424	1350
tumblr_nksxu2TVn11r88wiro1_250	How many times does the woman kick her leg ?	3	COUNT425	1355
tumblr_npqkuhVCs31tkhxdko1_400	How many times does the person pinch a monkey's eyebrow with a tool ?	4	COUNT426	1357
tumblr_nggy847hjP1slj978o1_400	How many times does the person prod shark ?	4	COUNT427	1360
tumblr_ndzkz2WRNP1u03m3do1_400	How many times does the child gesture hands ?	5	COUNT428	1361
tumblr_n8xfl7QO1K1swldyuo1_250	How many times does the person nod head ?	5	COUNT429	1364
tumblr_nbc2uhXce31slwrsuo1_250	How many times does the cat lick ?	10	COUNT430	1365
tumblr_nc3106xwVS1rfyy6oo1_250	How many times does the puppy move paws ?	10	COUNT431	1371
tumblr_n9fhucXWO21svtgino1_250	How many times does the woman kick man ?	3	COUNT432	1372
tumblr_nnwhmq7vx91r76agyo1_250	How many times does the woman move shoulders ?	10	COUNT433	1373
tumblr_njndw0LQ7Y1spz5vlo1_250	How many times does the man move arm ?	2	COUNT434	1374
tumblr_nntiakUY731uu6kufo1_250	How many times does the woman dance ?	2	COUNT435	1380
tumblr_nq2t0kOlNJ1uu6kufo1_250	How many times does the woman dance legs ?	2	COUNT436	1381
tumblr_nrch75ohMt1uxcqdvo1_250	How many times does the man wave money ?	4	COUNT437	1387
tumblr_nqgx5p1urO1r5g6i1o1_250	How many times does the person bounce soccer ball ?	4	COUNT438	1388
tumblr_noubrfz87D1uwwxgvo1_250	How many times does the woman pull hair ?	5	COUNT439	1390
tumblr_npc0uzSrRd1qfp2q7o1_250	How many times does the woman touch hair ?	3	COUNT440	1393
tumblr_nr1q1mFUMI1r7t178o1_400	How many times does the dog bump ball ?	3	COUNT441	1395
tumblr_nai8czx2Eq1tfolcco1_250	How many times does the finger wiggle ?	5	COUNT442	1397
tumblr_nq6g85rJ991sotcnno1_250	How many times do the women open mouth ?	2	COUNT443	1398
tumblr_ne0ej8mxC11t7j74xo1_250	How many times does the man jump trampoline ?	2	COUNT444	1405
tumblr_nk3uk59SAE1sbdpn0o1_400	How many times does the man take steps ?	6	COUNT445	1407
tumblr_n8uqzgLWE91tgkdkbo1_250	How many times does the woman wipe seat ?	2	COUNT446	1409
tumblr_nhio675jua1tnxw1ro1_400	How many times does the cat turn head ?	2	COUNT447	1410
tumblr_no794k2qPc1t95h1uo1_250	How many times does the cat tap paw ?	9	COUNT448	1412
tumblr_nfxiq7T4Lg1s6zpepo1_250	How many times does the dog run on front legs ?	2	COUNT449	1416
tumblr_na0d9wx5GK1ssgyoro1_250	How many times does the man kick the ball ?	4	COUNT450	1424
tumblr_ni8o31TZXk1ta88vjo1_250	How many times does the man in middle take steps ?	5	COUNT451	1425
tumblr_nqysynFSaF1u77qp2o1_400	How many times does the man nod ?	2	COUNT452	1427
tumblr_naf2pypX7W1qglabto1_400	How many times does the woman shake head ?	2	COUNT453	1428
tumblr_nb6wg7BT8b1s9h6u1o1_400	How many times do the droplets stream on glass ?	4	COUNT454	1436
tumblr_nomnwdd4mC1uvngyfo1_400	How many times does the woman shake her head ?	6	COUNT455	1437
tumblr_ng8jo7IIWe1szeambo1_400	How many times does the woman blow smoke bubbles ?	5	COUNT456	1438
tumblr_n9v8aqUBHn1r3b2r1o1_250	How many times does the man dip his arms ?	5	COUNT457	1443
tumblr_nd58v0zy2r1u0fsqao1_400	How many times does the man wave his hands ?	5	COUNT458	1453
tumblr_nntd56ey8I1uu6kufo1_250	How many times does the woman move her body ?	3	COUNT459	1455
tumblr_njoa306mdl1u5sncio1_250	How many times does the man pet toy ?	3	COUNT460	1457
tumblr_nh7h7xYAcz1tb3mn3o1_250	How many times does the woman move her head ?	2	COUNT461	1465
tumblr_ne0x5wplsz1t7rsm9o1_250	How many times does the person step ?	4	COUNT462	1476
tumblr_noeyu5RcEs1tomvtjo1_250	How many times does the woman point fingers ?	4	COUNT463	1477
tumblr_ngxwvdcyoM1sk96t7o1_250	How many times does the bear run with its feet ?	7	COUNT464	1479
tumblr_nbxidxKHDN1tm6rguo1_100	How many times does the man tap thumbs ?	6	COUNT465	1488
tumblr_ndr8lf9PBL1tdjuqvo1_250	How many times does the dog jump ?	2	COUNT466	1496
tumblr_nkhniiOdXM1qf37ejo1_250	How many times does the man shake arms ?	7	COUNT467	1499
tumblr_np2kznrccR1uwljzfo1_400	How many times does the woman bounce her hips ?	4	COUNT468	1501
tumblr_nps0u8Levw1qhldg4o1_250	How many times does the kangaroo shake head ?	2	COUNT469	1504
tumblr_nnxhj5bVxU1slwrsuo1_250	How many times does the woman step ?	7	COUNT470	1507
tumblr_ng7653RjHs1slj978o1_250	How many times does the dog bump stairs ?	7	COUNT471	1511
tumblr_nnwhchu2kT1r76agyo1_100	How many times does the woman step feet ?	4	COUNT472	1521
tumblr_n9lozolPRs1tooqkto1_250	How many times does the man wave arms ?	4	COUNT473	1523
tumblr_njvtz6R39i1u2cihlo1_250	How many times does the man wave hands ?	10	COUNT474	1529
tumblr_lyz9ujoi4B1qeubldo1_250	How many times does the man clap ?	2	COUNT475	1535
tumblr_npjri7DAKG1swi5sso1_250	How many times does the woman pour pitcher ?	2	COUNT476	1536
tumblr_n9l5tbUygm1s3d6f5o1_400	How many times does the woman clap hands ?	5	COUNT477	1539
tumblr_no4lvsjL091sk96t7o1_250	How many times does the dog jump ?	2	COUNT478	1542
tumblr_nob3mbPPBz1qzag0to1_250	How many times does the man rub hands ?	4	COUNT479	1544
tumblr_npxck1y0wD1u5i897o1_250	How many times does the person swing arms ?	2	COUNT480	1546
tumblr_nfktxkTeIA1u1640xo1_250	How many times does the person rotate right leg at knee ?	2	COUNT481	1551
tumblr_n9p6z9SZxF1rovr2ro1_250	How many times does the man lift right leg ?	3	COUNT482	1552
tumblr_na00oflxEr1rb2at6o1_250	How many times does the man move fingers ?	3	COUNT483	1555
tumblr_nqiethXGOk1ta93u6o1_250	How many times does the cat move tail ?	10	COUNT484	1558
tumblr_nes90geVl91soj602o1_250	How many times does the man turn head to the right ?	2	COUNT485	1559
tumblr_nghlp79a4k1tg9gzmo1_250	How many times does the singer in a band sway ?	2	COUNT486	1561
tumblr_nr39st6R8k1qzqg2go1_250	How many times does the puppy bite finger ?	3	COUNT487	1562
tumblr_n9okqaCpbj1tdmffyo1_250	How many times does the woman step ?	2	COUNT488	1563
tumblr_nbafnh36931svh8clo1_250	How many times does the man grab hand ?	2	COUNT489	1567
tumblr_ncvmlcR3bt1r39im9o1_100	How many times does the woman nod head ?	3	COUNT490	1568
tumblr_nr9jmpKZ5j1uz0s4so1_250	How many times does the child hit slide walls ?	5	COUNT491	1572
tumblr_n92l2j02jl1tbzuh4o1_250	How many times does the dog bark at cat ?	3	COUNT492	1575
